"Species";"Group"
"Triturus alpestris";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Reptilia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Triturus carnifex";"Amphibia"
"Tropidurus hispidus";"Reptilia"
"Tupinambis teguixin";"Reptilia"
"Tupinambis teguixin";"Reptilia"
"Typhlops lumbricalis";"Reptilia"
"Typhlops pusillus";"Reptilia"
"Uromastyx acanthinura";"Reptilia"
"Uromastyx acanthinura";"Reptilia"
"Uromastyx acanthinura";"Reptilia"
"Uromastyx acanthinurus";"Reptilia"
"Uta stansburiana";"Reptilia"
"Varanus caudolineatus";"Reptilia"
"Varanus exanthematicus";"Reptilia"
"Varanus exanthematicus";"Reptilia"
"Varanus exanthematicus";"Reptilia"
"Varanus gouldii";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus indicus";"Reptilia"
"Varanus niloticus";"Reptilia"
"Varanus niloticus";"Reptilia"
"Varanus rosenbergi";"Reptilia"
"Varanus salvator";"Reptilia"
"Varanus salvator";"Reptilia"
"Varanus salvator";"Reptilia"
"Varanus salvator";"Reptilia"
"Xenochrophis vittatus";"Reptilia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Xenopus laevis";"Amphibia"
"Zootoca vivipara";"Reptilia"
